Categorie,Tag,Question,Réponse
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un extrait d’acte de mariage ?,"L'extrait d'acte de mariage établit la preuve du mariage entre les époux. C’est un acte qui permet la publicité de l’acte du mariage. 
Documents nécessaires : 
- Copie intégrale de déclaration de mariage. 
- Extrait ou copie légalisée de l’acte de mariage. À défaut, fournir les références de l’acte (numéro et année d’établissement de l’acte). 
Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quels documents sont nécessaires pour obtenir un extrait d’acte de mariage ?,"- Copie intégrale de déclaration de mariage. 
- Extrait ou copie légalisée de l’acte de mariage. À défaut, fournir les références de l’acte (numéro et année d’établissement de l’acte)."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un extrait d’acte de naissance ?,"L'extrait d'acte de naissance prouve l’identité juridique de la personne et permet de faire la publicité de l’acte de naissance. 
Documents nécessaires : 
- Copie intégrale de déclaration de naissance. 
- Extrait ou copie légalisée de l’acte de naissance. À défaut, fournir les références de l’acte (numéro et année d’établissement de l’acte). 
Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un certificat de reconnaissance d’enfant à naître ?,"Le certificat de reconnaissance d’enfant à naître établit la preuve de la paternité d’un enfant à naître. 
Documents nécessaires : 
- CNIB ou passeport du père. 
- CNIB ou passeport de la mère. 
- Certificat de grossesse. 
- Preuve de la notification si l’homme est marié. 
Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour la déclaration de naissance ou la copie intégrale d’acte de naissance ?,"La déclaration de naissance ou la copie intégrale d’acte de naissance authentifie et établit la preuve juridique de la naissance d’une personne. 

Pièces à fournir : 
- L’attestation d’accouchement (au sein d’une formation sanitaire) ou l’attestation de naissance (hors formation sanitaire); ces documents sont facultatifs pour la déclaration de naissance. 

Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelles pièces doivent être fournies pour la déclaration de naissance ?,- L’attestation d’accouchement (au sein d’une formation sanitaire) ou l’attestation de naissance (hors formation sanitaire)
Procedures juridiques et administratives,procedure,Quel est le coût associé à la déclaration de naissance ?,La déclaration de naissance est gratuite.
Procedures juridiques et administratives,procedure,Quelles sont les conditions d'accès pour faire une déclaration de naissance ?,Tous les documents requis doivent être fournis.
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un certificat de non-séparation de corps ?,"Le certificat de non-séparation de corps établit le statut de non-séparation de corps d’un conjoint. 

Pièces à fournir : 
- Acte de mariage ou acte de naissance. 
- CNI des témoins. 
- CNIB ou passeport du demandeur. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un certificat de vie et d’entretien ?,"Le certificat de vie et d’entretien établit l’existence des ayant droits et autres enfants à charge. 

Pièces à fournir : 
- Extrait d’acte de naissance des enfants. 
- CNIB du tuteur/tutrice. 
- Certificat de tutelle. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un certificat de vie - adultes ?,"Le certificat de vie établit la preuve d’existence ou de vie d’une personne. 

Pièces à fournir : 
- CNIB ou passeport de l’intéressé. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir une déclaration de décès ou copie intégrale d’acte de décès ?,"La déclaration de décès ou la copie intégrale d’acte de décès établit la preuve juridique du décès d’une personne. 

Pièces à fournir : 
- Constat du décès délivré par un médecin. 
- Acte de naissance des intéressés (demandeur et défunt). 

Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir une autorisation d'inhumer à domicile ?,"L'autorisation d'inhumer à domicile permet d'autoriser l'inhumation d'un défunt à son domicile. 

Pièces à fournir : 
- Demande manuscrite timbrée à 300 F. 
- Copie légalisée de la CNIB du demandeur. 
- Copie légalisée de la CNIB du défunt. 
- Copie du permis urbain d’habiter. 
- Constat de décès délivré par un agent de santé. 

Coût : Les frais varient entre 50 000 et 200 000 F pour l’inhumation à domicile, selon la catégorie de la commune. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un certificat de non inscription ?,"Le certificat de non inscription fournit la preuve du non enregistrement de la naissance, du mariage et du décès dans les registres de l’état. 

Pièces à fournir : 
- CNIB ou extrait d’acte de naissance des parents. 
- Attestation de naissance de l’enfant non enregistré ou tout autre document que l’intéressé possède. 

Coût : Gratuit. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un certificat de vie et de procuration ?,"Le certificat de vie et de procuration autorise une personne à effectuer des actes en son nom. 

Pièces à fournir : 
- CNIB du mandant et du mandataire. 
- Procuration légalisée par une autorité administrative. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir une légalisation ou certification de document ?,"La légalisation ou certification de document établit la légalité ou authentifie un document. 

Pièces à fournir : 
- Original du document et sa photocopie. 

Coût : 300 F. 
Conditions d'accès : Tous les documents requis doivent être fournis."
Procedures juridiques et administratives,procedure,Qu'est-ce qu'une légalisation ou certification de document ?,"C'est un processus qui atteste de l'authenticité d'un document, le rendant légalement valide."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir une autorisation d’ouverture de débit de boissons ?,"L'autorisation d'ouverture de débit de boissons permet à une personne de s’installer sur le domaine public pour une activité de vente de boissons. 

Pièces à fournir : 
- Demande manuscrite timbrée à 300 F, précisant le lieu, le type d’installation et le type de boissons à vendre. 
- Plan indicatif du lieu d’installation. 
- Copie légalisée de la CNIB ou du passeport du requérant. 
- Certificat de résidence. 
- Casier judiciaire. 
- Certificat de visite et de contre-visite médicale du personnel servant. 

Coût : Enquête policière + 300 F. 
Conditions d'accès : L’établissement ne doit pas être dans une zone d’habitation, situé à plus de 400 mètres des centres d’enseignement, et l'autorisation est donnée en tenant compte de la catégorie de l’établissement."
Procedures juridiques et administratives,procedure,Quels types de boissons peuvent être vendus avec une autorisation d’ouverture de débit de boissons ?,"Cela dépend de la catégorie de l’établissement : 
- Catégorie 1 : boissons non alcoolisées. 
- Catégorie 2 : boissons alcoolisées. 
- Catégorie 3 : spiritueux."
Procedures juridiques et administratives,procedure,Quels documents peuvent retarder le traitement de la demande d'autorisation d’ouverture de débit de boissons ?,Tout document manquant ou inexact peut entraîner des retards dans le traitement de la demande.
Procedures juridiques et administratives,procedure,Quelle est la procédure pour faire une demande d’occupation des salles de classe ?,"La demande d'occupation des salles de classe permet d'être autorisé à utiliser une salle de classe en dehors des heures de cours. 

Pièces à fournir : 
- Demande timbrée. 
- Copie légalisée de la CNIB du demandeur responsable. 

Coût : 300 F. 
Conditions d'accès : La demande doit être faite pour des activités spécifiques en dehors des heures de classe."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour faire une demande de prise en charge psychologique ?,"La demande de prise en charge psychologique permet d'obtenir un soutien psychologique pour les personnes dans le besoin. 

Pièces à fournir : 
- Demande timbrée. 

Coût : 300 F. 
Conditions d'accès : La prise en charge est accordée jusqu’à guérison supposée du malade."
Procedures juridiques et administratives,procedure,Quel est le coût associé à une demande de prise en charge psychologique ?,Le coût est de 300 F.
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un certificat de résidence ?,"Le certificat de résidence atteste du lieu de résidence d’une personne auprès des autorités compétentes. 

Pièces à fournir : 
- Document d’identité (CNIB ou passeport). 
- Quittance de la taxe de résidence ou certificat de non-imposition. 

Coût : 300 F à Ouagadougou ; variable selon les autres communes. 
Conditions d'accès : La demande doit être faite par la personne concernée."
Procedures juridiques et administratives,procedure,Quels sont les documents à fournir  pour obtenir un certificat de résidence ?,"- Document d’identité (CNIB ou passeport). 
- Quittance de la taxe de résidence ou certificat de non-imposition."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un dossier de demande de terrain à usage autre que d’habitation ?,"Cette procédure permet d'obtenir l'autorisation d'exploiter un espace public pour des activités commerciales, industrielles, artisanales, scolaires, de santé, d'agriculture, etc. 

Pièces à fournir : 
- Demande imprimée en quatre exemplaires (1er timbré à 1 000 F). 
- Deux photocopies légalisées de la CNIB ou du passeport. 
- Reçus de la taxe de résidence des trois dernières années (si applicable). 
- Acte de cession amiable du droit foncier. 
- Autorisation préalable pour les activités soumises à autorisation. 
- Extrait du plan cadastral en quatre exemplaires. 
- Croquis d’implantation en quatre exemplaires. 
- Devis descriptif et estimatif des investissements en quatre exemplaires. 
- Plan des infrastructures en quatre exemplaires. 

Coût : 1 000 F. 
Conditions d'accès : Le demandeur doit s’acquitter des obligations liées à sa demande."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un arrêté municipal portant autorisation provisoire d'occupation du domaine public ?,"Cette procédure permet d'obtenir l'autorisation d'occuper temporairement le domaine public pour une activité donnée. 

Pièces à fournir : 
- Demande adressée au maire, précisant le lieu, le type d’installation et l’activité exercée. 
- Copie légalisée de la CNIB ou du passeport. 
- Certificat de résidence. 
- Plan d’indication de la mairie au lieu souhaité. 

Coût : Timbre de 300 F pour la demande + Paiement d’une taxe à raison de 3 600 F/m² + Timbre communal à 1 000 F. 
Conditions d'accès : Le demandeur doit s’acquitter des obligations liées à sa demande."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un terrain destiné au culte ?,"Cette procédure permet d'obtenir l'autorisation de construire un lieu de culte sur un domaine public. 

Pièces à fournir : 
- Demande imprimée en quatre exemplaires timbrée à 1 000 F (timbre fiscal), à retirer au guichet unique du foncier. 
- Récépissé de reconnaissance, ou statuts, ou autres documents pertinents. 
- Extrait du plan cadastral orienté au Nord en quatre exemplaires. 
- Croquis d’implantation en quatre exemplaires. 
- Devis descriptif et estimatif des investissements à réaliser sur le terrain en quatre exemplaires. 
- Plan des fosses septiques en quatre exemplaires. 
- Plan des infrastructures à réaliser sur le terrain en quatre exemplaires. 

Coût : 1 000 F. 
Conditions d'accès : Le délai de délivrance dépend de la diligence du demandeur à s’acquitter des obligations liées à sa demande."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir une autorisation d'occupation d'un espace vert ?,"Cette procédure permet de participer à l’embellissement et à l’amélioration des espaces. 

Pièces à fournir : 
- Demande manuscrite timbrée à 1 000 F, adressée au maire. 
- Copie légalisée de la CNIB, ou du passeport, ou du récépissé de l’association (si applicable). 
- Certificat de résidence. 
- Casier judiciaire. 
- Extrait du plan cadastral orienté au Nord, visé par les services techniques ou un géomètre agréé, en quatre exemplaires. 
- Croquis d’implantation, plan d’aménagement, plan de construction, plan descriptif, plan estimatif et plan des fosses septiques, chacun en quatre exemplaires. 

Coût : 1 000 F. 
Conditions d'accès : Le délai de délivrance dépend de la diligence du demandeur à s’acquitter des obligations liées à sa demande."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir un agrément de parking ?,"Cette procédure permet d'obtenir l’autorisation d’ouvrir un parking. 

Pièces à fournir : 
- Demande manuscrite timbrée à 300 F. 
- Copie légalisée de la CNIB ou du passeport. 
- Certificat de résidence. 
- Casier judiciaire. 
- Plan indicatif du lieu. 

Coût : Enquête policière, timbres communaux (300 F, 1 000 F, 5 000 F). 
Conditions d'accès : Délai de délivrance dépend de la capacité du requérant à s’acquitter des frais et de la durée de l’enquête policière."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir une autorisation de manifester sur la voie publique ?,"Cette procédure permet d'obtenir l'autorisation d'organiser une manifestation publique. 

Pièces à fournir : 
- Demande manuscrite à 300 F. 
- Copie légalisée de la CNIB ou du passeport du demandeur. 

Coût : 2 timbres communaux de 300 F et 1 timbre communal de 5 000 F. 
Conditions d'accès : Délai de délivrance de 3 jours, validité de la demande selon le temps prévu pour la manifestation (max 24 heures)."
Procedures juridiques et administratives,procedure,Quelle est la procédure pour obtenir une autorisation d’installation de panneaux publicitaires ?,"Cette procédure permet d'obtenir l'autorisation de poser un panneau publicitaire dans un espace public. 

Pièces à fournir : 
- Demande adressée au maire. 
- Copie légalisée de la CNIB ou du passeport du demandeur, ou récépissé de l’association (si applicable). 
- Plan de masse des lieux. 
- Schéma du ou des panneaux, précisant leur dimension et les enseignes à y mettre. 

Coût : Timbre communal de 300 F et 1 000 F. 
Conditions d'accès : Le délai de délivrance dépend du temps mis par l’Agence du développement économique urbain pour l’instruction du dossier. Validité dépend du paiement annuel de la taxe sur la publicité."
,contact_avocat,Comment puis-je contacter un avocat spécialisé en droit pénal ?,contact_avocat
,contact_avocat,"J'ai besoin d'aide pour comprendre mes droits, qui puis-je appeler ?",contact_avocat
,contact_avocat,Y a-t-il un avocat qui peut m'aider avec une amende que j'ai reçue ?,contact_avocat
,contact_avocat,Comment faire pour obtenir des conseils juridiques concernant une perquisition ?,contact_avocat
,contact_avocat,Quel est le meilleur moyen de trouver un avocat en droit de la famille ?,contact_avocat
,contact_avocat,"Je cherche un avocat pour me représenter dans un procès, comment le contacter ?",contact_avocat
,contact_avocat,Est-ce que vous pouvez me recommander un avocat qui gère des affaires de trafic de drogues ?,contact_avocat
,contact_avocat,Je voudrais savoir comment m’adresser à un avocat pour une consultation sur mes droits en matière de travail.,contact_avocat
,contact_avocat,Comment puis-je organiser une réunion avec un avocat pour discuter de mon cas ?,contact_avocat
,contact_avocat,"J'ai des questions sur un contrat que j'ai signé, qui puis-je consulter ?",contact_avocat
,contact_avocat,Quel est le coût d'une consultation avec un avocat ?,contact_avocat
,contact_avocat,Puis-je avoir un avocat gratuitement pour m'aider dans ma situation ?,contact_avocat
,contact_avocat,Comment puis-je savoir si un avocat est qualifié pour traiter mon affaire ?,contact_avocat
,contact_avocat,Est-ce que je peux contacter un avocat en ligne pour des conseils juridiques ?,contact_avocat
,contact_avocat,"J'ai besoin de conseils juridiques urgents, qui puis-je contacter rapidement ?",contact_avocat
,contact_avocat,Quel type d'avocat devrais-je consulter pour un problème de propriété ?,contact_avocat
,contact_avocat,Est-ce que quelqu'un peut m'aider à trouver un avocat pour une question de divorce ?,contact_avocat
,contact_avocat,Que dois-je faire pour prendre rendez-vous avec un avocat ?,contact_avocat
,contact_avocat,"Je suis accusé d'un délit, quel avocat dois-je contacter en urgence ?",contact_avocat
,contact_avocat,Y a-t-il des avocats spécialisés en droit des affaires que je peux contacter ?,contact_avocat
,contact_avocat,Quels documents devrais-je préparer avant de rencontrer un avocat ?,contact_avocat
,contact_avocat,Quelle est la procédure pour déposer une plainte auprès d'un avocat ?,contact_avocat
,contact_avocat,"J'ai besoin d'un avocat pour m'aider à régler un litige commercial, comment puis-je le trouver ?",contact_avocat
,contact_avocat,Quels sont les critères pour choisir un bon avocat ?,contact_avocat
,contact_avocat,Comment un avocat peut-il m'aider à protéger mes droits dans une situation délicate ?,contact_avocat
,contact_avocat,Puis-je consulter un avocat sans frais ?,contact_avocat
,contact_avocat,Quel est le rôle d'un avocat dans une affaire criminelle ?,contact_avocat
,contact_avocat,"J'ai besoin d'aide pour rédiger un contrat, un avocat peut-il m'assister ?",contact_avocat
,contact_avocat,Quels types de questions puis-je poser à un avocat lors de notre première rencontre ?,contact_avocat
,contact_avocat,Existe-t-il des avocats spécialisés dans les droits des consommateurs ?,contact_avocat
,contact_avocat,Comment savoir si je dois engager un avocat pour mon affaire ?,contact_avocat
,contact_avocat,Est-ce que tous les avocats offrent une consultation initiale gratuite ?,contact_avocat
,contact_avocat,Quels sont les frais typiques d'un avocat pour une consultation ?,contact_avocat
,contact_avocat,"J'ai besoin d'aide pour un recours administratif, qui puis-je contacter ?",contact_avocat
,contact_avocat,Quelle est la meilleure façon de préparer une rencontre avec un avocat ?,contact_avocat
,contact_avocat,"J'ai des questions sur le droit du travail, qui peut me conseiller ?",contact_avocat
,contact_avocat,Un avocat peut-il m'aider à négocier un accord à l'amiable ?,contact_avocat
,contact_avocat,Quelles sont les étapes à suivre pour déposer un dossier auprès d'un avocat ?,contact_avocat
,contact_avocat,Est-ce que je peux changer d'avocat en cours de procédure ?,contact_avocat
,contact_avocat,"J'ai besoin de conseils sur un litige immobilier, qui puis-je contacter ?",contact_avocat
,greeting,Salut,greeting
,greeting,Bonjour,greeting
,greeting,Hello,greeting
,greeting,Bonsoir,greeting
,greeting,"Salut, comment ça va ?",greeting
,greeting,Salut à toi,greeting
,greeting,Hey,greeting
,greeting,Coucou,greeting
,greeting,"Hello, chatbot",greeting
,greeting,"Bonjour, comment vas-tu ?",greeting
,greeting,"Salut, comment ça se passe ?",greeting
,greeting,"Hey, ça va ?",greeting
,greeting,Bon matin,greeting
,greeting,Bonne après-midi,greeting
,greeting,"Salut, tout va bien ?",greeting
,greeting,"Salut, qui es-tu ?",greeting
,introduce_self,Quel est ton nom ?,introduce_self
,introduce_self,Comment tu t'appelles ?,introduce_self
,introduce_self,Qui es-tu ?,introduce_self
,introduce_self,Tu es qui ?,introduce_self
,introduce_self,Quel est ton prénom ?,introduce_self
,introduce_self,Dis-moi ton nom,introduce_self
,introduce_self,Je veux connaître ton nom,introduce_self
,introduce_self,Présente-toi,introduce_self
,introduce_self,Comment dois-je t'appeler ?,introduce_self
,introduce_self,Qui est-ce que tu es ?,introduce_self
,introduce_self,Quel est le nom du bot ?,introduce_self
,introduce_self,Tu as un nom ?,introduce_self
,introduce_self,Comment puis-je t'appeler ?,introduce_self
,introduce_self,Est-ce que tu as un nom ?,introduce_self
,introduce_self,Comment t'appelles-tu ?,introduce_self
,introduce_self,Comment puis-je te nommer ?,introduce_self
,goodbye,Au revoir,goodbye
,goodbye,Prochainement !,goodbye
,goodbye,Bye,goodbye
,goodbye,À bientôt,goodbye
,goodbye,Ciao,goodbye
,goodbye,"Salut, à plus",goodbye
,goodbye,À plus tard,goodbye
,goodbye,Je m'en vais,goodbye
,goodbye,À la prochaine,goodbye
,goodbye,Bonsoir et à bientôt,goodbye
,goodbye,Passe une bonne journée,goodbye
,goodbye,Je te laisse,goodbye
,goodbye,Prends soin de toi,goodbye
,goodbye,Bonne soirée,goodbye
,goodbye,Adieu,goodbye
,goodbye,À demain,goodbye
,thank_you,Merci,thank_you
,thank_you,Merci beaucoup,thank_you
,thank_you,Merci bien,thank_you
,thank_you,Je te remercie,thank_you
,thank_you,Merci pour ton aide,thank_you
,thank_you,Merci infiniment,thank_you
,thank_you,"C’est gentil, merci",thank_you
,thank_you,Merci à toi,thank_you
,thank_you,Merci bien pour ça,thank_you
,thank_you,Thanks,thank_you
,thank_you,"Merci beaucoup, bot",thank_you
,thank_you,Merci pour l'info,thank_you
,chatbot_info,Que sais-tu faire ?,chatbot_info
,chatbot_info,Quelles sont tes fonctionnalités ?,chatbot_info
,chatbot_info,Que peux-tu faire ?,chatbot_info
,chatbot_info,Explique-moi ce que tu fais,chatbot_info
,chatbot_info,Quelles sont tes compétences ?,chatbot_info
,chatbot_info,Tu es capable de quoi ?,chatbot_info
,chatbot_info,Pourquoi as-tu été créé ?,chatbot_info
,chatbot_info,Qui t'a créé ?,chatbot_info
,chatbot_info,Quel est ton rôle ?,chatbot_info
,chatbot_info,À quoi sers-tu ?,chatbot_info
,chatbot_info,Peux-tu m'aider avec quoi ?,chatbot_info
,chatbot_info,Quelles sont tes capacités ?,chatbot_info
,chatbot_info,Comment puis-je t'utiliser ?,chatbot_info
Droi foncier,droit_foncier,Quels sont mes droits en tant que locataire en cas de litige avec le propriétaire ?,"En tant que locataire, vous avez droit à un logement décent, à la jouissance paisible des lieux et à la protection contre l'expulsion sans procédure légale. En cas de litige, vous pouvez saisir le tribunal compétent."
Droi foncier,droit_foncier,Comment puis-je contester une décision de refus de permis de construire ?,"Vous pouvez contester la décision en saisissant la juridiction administrative compétente, généralement dans un délai de deux mois suivant la notification de la décision."
Droi foncier,droit_foncier,Que faire si je découvre que mon voisin empiète sur ma propriété ?,"Vous pouvez demander à votre voisin de respecter vos limites de propriété. Si la situation ne se résout pas à l'amiable, vous pouvez saisir le tribunal pour demander la restitution de votre bien ou le démantèlement de l'empiètement."
Droi foncier,droit_foncier,Quels sont les recours possibles en cas d'expulsion abusive ?,"En cas d'expulsion abusive, vous pouvez saisir le tribunal pour obtenir une protection judiciaire et demander réparation pour le préjudice subi."
Droi foncier,droit_foncier,Comment puis-je obtenir des informations sur les servitudes existantes sur mon terrain ?,Vous pouvez consulter le service de l'urbanisme de votre commune ou le cadastre pour obtenir des informations sur les servitudes inscrites sur votre terrain.
Droi foncier,droit_foncier,Que faire si je suis victime d'occupation illégale de mon bien immobilier ?,"Vous devez signaler l'occupation à la police et, si nécessaire, engager une procédure judiciaire pour obtenir l'expulsion de l'occupant illégal."
Droi foncier,droit_foncier,Quels documents dois-je fournir pour vendre ma propriété ?,"Vous devez fournir un titre de propriété, une attestation de non-imposition, un certificat de non-saisie, et éventuellement un plan cadastral."
Droi foncier,droit_foncier,Comment puis-je vérifier la légalité d'une construction voisine ?,Vous pouvez demander une copie du permis de construire auprès de la mairie ou du service d'urbanisme de votre commune.
Droi foncier,droit_foncier,Que faire si je subis des nuisances sonores de la part d'un voisin ?,"Vous pouvez tenter de régler le problème à l'amiable. Si cela échoue, vous pouvez signaler la situation à la police ou saisir le tribunal compétent."
Droi foncier,droit_foncier,Quels sont mes droits en tant que propriétaire face à un locataire qui ne paie pas ?,"Vous avez le droit de demander le paiement des loyers dus et, si cela ne fonctionne pas, d'engager une procédure d'expulsion pour non-paiement."
Droi foncier,droit_foncier,Comment obtenir un constat d'huissier en cas de litige de voisinage ?,"Vous devez faire appel à un huissier de justice, qui se rendra sur les lieux pour établir un constat officiel des faits."
Droi foncier,droit_foncier,Quels sont mes droits en tant que copropriétaire dans une copropriété ?,"En tant que copropriétaire, vous avez le droit de participer aux assemblées générales, de voter sur les décisions importantes, et de jouir des parties communes selon les modalités prévues dans le règlement de copropriété."
Droi foncier,droit_foncier,Que faire si je découvre des vices cachés après l'achat d'un bien immobilier ?,"Vous devez signaler les vices au vendeur dans un délai raisonnable et demander une réparation ou une diminution du prix. Si le vendeur refuse, vous pouvez engager une action en justice."
Droi foncier,droit_foncier,Comment contester une augmentation de loyer jugée abusive ?,Vous pouvez contester l'augmentation en saisissant la Commission de conciliation des loyers ou en introduisant une action en justice si l'augmentation ne respecte pas les dispositions légales.
Droi foncier,droit_foncier,Quels recours ai-je si un voisin fait des travaux sans autorisation ?,"Vous pouvez demander l'interruption des travaux en faisant appel aux autorités locales et, si nécessaire, engager une procédure judiciaire pour demander la démolition des travaux non autorisés."
Droi foncier,droit_foncier,Comment faire une demande de certificat d'urbanisme ?,"Vous devez adresser une demande écrite au service de l'urbanisme de votre commune, accompagnée d'un plan de situation et d'une description du projet."
Droi foncier,droit_foncier,Que faire si je rencontre des problèmes d'accès à ma propriété ?,"Vous pouvez tenter de négocier une solution amiable avec le propriétaire du terrain voisin ou, si cela échoue, engager une action en justice pour obtenir un droit de passage."
Droi foncier,droit_foncier,Quels sont les droits des locataires lors d'une vente de l'immeuble ?,"Les locataires ont le droit d'être informés de la vente et de conserver leur bail, sauf si le nouveau propriétaire souhaite l'annuler avec un préavis adéquat."
Droi foncier,droit_foncier,Comment puis-je me défendre contre une saisie de ma propriété ?,Vous pouvez contester la saisie en saisissant le tribunal compétent et en prouvant que la saisie est injustifiée ou que vous avez respecté vos obligations.
Droi foncier,droit_foncier,Que faire si je suis confronté à des troubles causés par des travaux de voirie ?,Vous pouvez signaler le problème aux autorités locales et demander des mesures de compensation si les troubles causent un préjudice significatif.
Droi foncier,droit_foncier,Quels sont mes droits en matière de propriété intellectuelle concernant mes biens immobiliers ?,"Vos droits en matière de propriété intellectuelle concernent principalement les éléments non physiques associés à votre bien, tels que des œuvres d'art ou des designs architecturaux. Vous devez veiller à respecter les lois en matière de copyright et de propriété industrielle."
Droi foncier,droit_foncier,Comment faire appel d'une décision d'assemblée générale en copropriété ?,Vous devez introduire un recours auprès du tribunal compétent dans un délai de trois mois à compter de la décision contestée.
Droi foncier,droit_foncier,Que faire si un voisin refuse de respecter une servitude de passage ?,"Vous devez lui adresser une mise en demeure par écrit et, si nécessaire, saisir le tribunal pour faire respecter la servitude."
Droi foncier,droit_foncier,Quels sont les recours possibles en cas de refus de renouvellement de bail commercial ?,"Vous pouvez contester le refus devant le tribunal si vous estimez que le bail a été injustement refusé, en vous basant sur les dispositions du contrat ou de la législation applicable."
Droi foncier,droit_foncier,Comment puis-je prouver l'existence d'une servitude sur mon terrain ?,"Vous pouvez prouver l'existence d'une servitude par des documents écrits, des témoignages ou des constatations d'huissier."
Droi foncier,droit_foncier,Quels sont mes droits si je souhaite quitter un logement en location ?,"Vous avez le droit de donner congé au propriétaire selon les modalités prévues dans votre contrat de bail, généralement avec un préavis de trois mois."
Droi foncier,droit_foncier,Comment puis-je signaler des pratiques illégales d'un agent immobilier ?,Vous devez signaler ces pratiques à l'Ordre des agents immobiliers ou aux autorités compétentes pour enquêter et prendre des mesures appropriées.
Droi foncier,droit_foncier,Que faire si ma propriété est affectée par des risques environnementaux ?,"Vous devez signaler ces risques aux autorités locales et envisager des mesures d'atténuation, tout en consultant des experts pour évaluer les impacts sur votre propriété."
Droi foncier,droit_foncier,Quels recours ai-je en cas de conflit sur les parties communes en copropriété ?,Vous pouvez saisir le tribunal compétent pour faire valoir vos droits ou demander la médiation d'un professionnel pour résoudre le conflit.
Droi foncier,droit_foncier,Comment puis-je obtenir une expertise pour un litige immobilier ?,Vous pouvez demander une expertise judiciaire en saisissant le tribunal ou faire appel à un expert agréé pour établir un rapport sur la situation litigieuse.
Droi foncier,droit_foncier,Que faire si mon locataire refuse d'effectuer des réparations nécessaires ?,"Vous devez lui adresser une mise en demeure pour qu'il effectue les réparations, et en cas de refus persistant, vous pouvez saisir le tribunal pour demander une réparation ou la résiliation du bail."
Droi foncier,droit_foncier,Quels sont mes droits en tant qu'acheteur face à un vendeur malhonnête ?,"En tant qu'acheteur, vous avez le droit de demander des informations véridiques sur le bien. Si le vendeur a menti, vous pouvez demander une annulation de la vente ou des dommages-intérêts."
Droi foncier,droit_foncier,Comment faire une demande de mise en demeure pour non-respect d'un contrat de bail ?,Vous devez rédiger une lettre de mise en demeure en précisant les manquements constatés et en demandant au locataire de respecter ses obligations dans un délai imparti.
Droi foncier,droit_foncier,Que faire si je subis des dégradations sur ma propriété ?,"Vous devez signaler les dégradations aux autorités compétentes et, si nécessaire, engager une action en justice contre l'auteur des dégradations pour obtenir réparation."
Droi foncier,droit_foncier,Quels sont les droits des propriétaires en matière de démolition de leur bien ?,"Les propriétaires ont le droit de démolir leur bien, sous réserve de respecter les règlements d'urbanisme et d'obtenir les autorisations nécessaires."
Droi foncier,droit_foncier,Comment faire face à une contestation de la propriété d'un bien hérité ?,"Vous devez réunir des documents prouvant votre droit à l'héritage et, si nécessaire, saisir le tribunal pour faire valoir vos droits en tant qu'héritier."
Droi foncier,droit_foncier,Quels sont mes droits en tant que locataire dans une résidence étudiante ?,"Vous avez le droit à un logement décent, à des conditions de vie respectant votre dignité, et à des règles de cohabitation équitables."
Droi foncier,droit_foncier,Comment faire appel d'une décision de la Commission de conciliation des loyers ?,Vous devez introduire un recours devant le tribunal compétent dans un délai déterminé après la notification de la décision contestée.
Droi foncier,droit_foncier,Que faire si je suis confronté à une saisie immobilière sans préavis ?,"Vous pouvez contester la saisie devant le tribunal compétent, en prouvant qu'elle a été effectuée sans respecter la procédure légale."
