Categorie,Sous_categorie,Tag,Question,Réponse,Article_reference,,,
Droit du travail,Syndicat professionnel,Évaluations de représentativité,Quels éléments sont utilisés pour apprécier la représentativité d'une organisation syndicale ?,Les éléments d’appréciation de la représentativité sont les résultats des élections professionnelles.,"Article 302, Code du Travail",,,
Droit du travail,Syndicat professionnel,Recours administratif,Peut-on contester la liste des syndicats représentatifs publiée par le ministre chargé du travail ?,"Oui, la décision du ministre est susceptible de recours devant la juridiction administrative dans un délai de quinze jours après la publication de la liste.","Article 303, Code du Travail",,,
Droit du travail,Syndicat professionnel,Contenu du recours,Que contient le dossier fourni par le ministre en cas de recours contre sa décision ?,Le dossier comprend tous les éléments d’appréciation recueillis et l’avis des services techniques du ministère.,"Article 303, Code du Travail",,,
Droit du travail,Syndicat professionnel,Nature du recours,Le recours contre la décision du ministre est-il suspensif ?,"Non, le recours n’est pas suspensif de la décision du ministre chargé du travail.","Article 303, Code du Travail",,,
Droit du travail,Syndicat professionnel,Marques syndicales,Les syndicats peuvent-ils déposer des marques ou labels ?,"Oui, les syndicats peuvent déposer leur marque ou label et revendiquer la propriété exclusive, selon les conditions déterminées par les textes en vigueur.","Article 304, Code du Travail",,,
Droit du travail,Syndicat professionnel,Utilisation des marques,Que certifient les marques ou labels déposés par les syndicats ?,Ces marques ou labels certifient l’origine et les conditions de fabrication des produits ou objets de commerce sur lesquels ils sont apposés.,"Article 304, Code du Travail",,,
Droit du travail,Syndicat professionnel,Utilisation des marques,Qui peut utiliser les marques ou labels des syndicats ?,Ils peuvent être utilisés par tout individu ou toute entreprise mettant en vente les produits portant ces marques ou labels.,"Article 304, Code du Travail",,,
Droit du travail,Syndicat professionnel,Restrictions d'usage,L'utilisation des marques syndicales peut-elle enfreindre des dispositions légales ?,"Non, l’utilisation de marques syndicales ou labels ne doit pas porter atteinte aux dispositions de l’article 276 du présent chapitre.","Article 305, Code du Travail",,,
Droit du travail,Syndicat professionnel,Clauses nulles,Quelles clauses relatives à l’usage des marques syndicales sont considérées comme nulles ?,Toute clause subordonnant l’usage de la marque syndicale par un employeur à l’obligation de ne conserver que les adhérents du syndicat propriétaire est nulle.,"Article 306, Code du Travail",,,
Droit du travail,Délégués du personnel,Rôle des délégués,Quel est le rôle des délégués du personnel dans une entreprise ?,Les délégués du personnel sont chargés de transmettre les réclamations des travailleurs à l’employeur et de faire observer les conditions de travail.,"Article 307, Code du Travail",,,
Droit du travail,Délégués du personnel,Durée du mandat,Quelle est la durée du mandat des délégués du personnel ?,"Les délégués du personnel sont élus pour un mandat de deux ans, et ils peuvent être réélus.","Article 308, Code du Travail",,,
Droit du travail,Délégués du personnel,Règlementation,Qui fixe les modalités concernant les délégués du personnel ?,"Le ministre chargé du travail fixe, après avis de la commission consultative, les modalités par voie réglementaire.","Article 309, Code du Travail",,,
Droit du travail,Délégués du personnel,Contestations,Qui statue sur les contestations relatives aux élections des délégués du personnel ?,"Le président du tribunal du travail statue d’urgence et en dernier ressort sur les contestations relatives à l’élection, à l’éligibilité des délégués, etc.","Article 310, Code du Travail",,,
Droit du travail,Délégués du personnel,Recours,La décision du président du tribunal du travail peut-elle être contestée ?,"Oui, la décision peut être déférée à la cour de cassation, suivant les formes et conditions prévues par la loi organique régissant ladite cour.","Article 311, Code du Travail",,,
Droit du travail,Délégués du personnel,Suppléants,Qu'arrive-t-il si un délégué est absent ou démissionne ?,"Chaque délégué a un suppléant élu qui le remplace en cas d'absence motivée, de décès, de démission, de révocation, etc.","Article 312, Code du Travail",,,
Droit du travail,Délégués du personnel,Protection du délégué,Un délégué peut-il être muté contre son gré pendant son mandat ?,"Non, le délégué du personnel ne peut être muté contre son gré pendant la durée de son mandat, sauf si l'inspecteur du travail en décide autrement.","Article 313, Code du Travail",,,
Droit du travail,Délégués du personnel,Licenciement,Quelles sont les conditions pour licencier un délégué du personnel ?,"Tout licenciement doit être soumis à l'avis de l'inspecteur du travail. En cas de faute lourde, une mise à pied provisoire est possible en attendant l'avis.","Article 314, Code du Travail",,,
Droit du travail,Délégués du personnel,Protection des candidats,Les candidats aux fonctions de délégués bénéficient-ils de protections ?,"Oui, les dispositions concernant le licenciement des délégués s'appliquent également aux candidats pendant la période entre la remise des listes et le scrutin.","Article 315, Code du Travail",,,
Droit du travail,Missions des délégués,Réclamations,Quelles sont les missions des délégués du personnel ?,"Les délégués du personnel ont pour missions de présenter toutes les réclamations individuelles ou collectives relatives aux conditions de travail, etc.","Article 316, Code du Travail",,,
Droit du travail,Missions des délégués,Inspection du travail,Que peuvent faire les délégués en cas de non-respect des prescriptions légales ?,Ils peuvent saisir l’inspection du travail de toute plainte ou réclamation relative à l’application des prescriptions légales et réglementaires.,"Article 316, Code du Travail",,,
Droit du travail,Missions des délégués,Hygiène et sécurité,Quel rôle ont les délégués en matière d’hygiène et de sécurité au travail ?,Les délégués veillent à l’application des prescriptions relatives à l’hygiène et à la sécurité des travailleurs et peuvent proposer des mesures utiles.,"Article 316, Code du Travail",,,
Droit du travail,Missions des délégués,Suggestions,Les délégués peuvent-ils faire des suggestions à l’employeur ?,"Oui, ils peuvent communiquer à l’employeur toutes suggestions utiles à l’amélioration de l’organisation et du rendement de l’entreprise.","Article 316, Code du Travail",,,
Droit du travail,Missions des délégués,Assistance syndicale,Les délégués peuvent-ils être assistés lors de l'exercice de leurs missions ?,"Oui, les délégués du personnel peuvent se faire assister par un délégué syndical de l’entreprise dans l’accomplissement de leurs missions.","Article 316, Code du Travail",,,
Droit du travail,Missions des délégués,Autonomie des travailleurs,Les travailleurs peuvent-ils faire leurs propres réclamations sans passer par les délégués ?,"Oui, les travailleurs peuvent présenter eux-mêmes leurs réclamations et suggestions à l’employeur, nonobstant les missions des délégués.","Article 317, Code du Travail",,,
Droit du travail,Différends de travail,Procédure,Quelle procédure s'applique aux différends de travail ?,Les différends de travail sont soumis à la procédure instituée au présent titre.,"Article 318, Code du Travail",,,
Droit du travail,Différends individuels,Définition,Qu'est-ce qu'un différend individuel ?,Le différend individuel est le conflit qui oppose un ou plusieurs travailleurs à leurs employeurs concernant l'exécution du contrat de travail pour la reconnaissance d’un droit individuel.,"Article 319, Code du Travail",,,
Droit du travail,Conciliation,Demande,Que doit faire un employeur ou un travailleur en cas de différend ?,Ils doivent demander à l’inspecteur du travail de régler à l’amiable le différend.,"Article 320, Code du Travail",,,
Droit du travail,Conciliation,Convocation,Comment se déroule la convocation pour la conciliation ?,"L’inspecteur du travail convoque les parties en indiquant les détails nécessaires, par voie d'agent administratif ou par toute autre voie utile.","Article 320, Code du Travail",,,
Droit du travail,Conciliation,Procès-verbal,Que contient le procès-verbal de conciliation ?,"Il contient l'énoncé des différents chefs de réclamation, les points sur lesquels la conciliation est intervenue et les chefs de réclamation abandonnés.","Article 321, Code du Travail",,,
Droit du travail,Conciliation,Échec,Que se passe-t-il en cas d'échec de la conciliation ?,"Un procès-verbal de non conciliation est dressé et signé, avec mention du refus de signer par l’une des parties.","Article 322, Code du Travail",,,
Droit du travail,Conciliation,Conciliation partielle,Que faire en cas de conciliation partielle ?,Deux procès-verbaux sont dressés : un pour les points d'accord et un pour le surplus de la demande.,"Article 323, Code du Travail",,,
Droit du travail,Conciliation,Non comparution,Que se passe-t-il si une partie ne se présente pas à la conciliation ?,Un procès-verbal de non conciliation par défaut est dressé et signé par la partie présente.,"Article 324, Code du Travail",,,
Droit du travail,Procédure exécutive,Procès-verbal exécutoire,Dans quel cas l'inspecteur du travail peut-il dresser un procès-verbal exécutoire ?,"Lorsque les éléments du litige ne sont pas contestés et concernent les salaires, congés payés ou primes d'ancienneté.","Article 325, Code du Travail",,,
Droit du travail,Procédure judiciaire,Action en justice,Que faire en cas d'absence de règlement amiable ?,"L’action en justice est introduite par déclaration écrite ou verbale au greffe du tribunal du travail, avec production d'une copie conforme du procès-verbal de non conciliation.","Article 327, Code du Travail",,,
Droit du travail,Composition du tribunal du travail,Composition,Qui compose le tribunal du travail ?,"Le tribunal est composé d’un président, de juges de l’ordre judiciaire, d’assesseurs employeurs et travailleurs, et d’un greffier en chef.","Article 328, Code du Travail",,,
Droit du travail,Tribunal en référé,Formation,Quelle est la composition de la formation en référé ?,La formation en référé est composée du président du tribunal ou d'un juge désigné par lui et d’un greffier.,"Article 329, Code du Travail",,,
Droit du travail,Audience du tribunal,Composition,Comment est composé le tribunal à l’audience ?,"À l’audience, le tribunal est composé d’un président magistrat, de deux assesseurs (un employeur et un travailleur) et d’un greffier.","Article 330, Code du Travail",,,
Droit du travail,Désignation des assesseurs,Procédure,Comment sont désignés les assesseurs pour chaque audience ?,Le président désigne les assesseurs sur la liste prescrite. Les assesseurs titulaires sont remplacés par des suppléants en cas d’empêchement.,"Article 331, Code du Travail",,,
Droit du travail,Nomination des assesseurs,Mandat,Quel est le mandat des assesseurs et comment sont-ils choisis ?,Les assesseurs sont nommés pour un mandat de quatre ans renouvelable. Ils sont choisis sur une liste présentée par des organisations syndicales.,"Article 332, Code du Travail",,,
Droit du travail,Conditions des assesseurs,Conditions,Quelles sont les conditions pour être assesseur ?,"Les assesseurs doivent être burkinabè, âgés d’au moins 25 ans, savoir lire et écrire en français, avoir trois ans d'expérience professionnelle et n'avoir subi aucune condamnation.","Article 333, Code du Travail",,,
Droit du travail,Serment des assesseurs,Engagement,Quel serment prêtent les assesseurs ?,"Les assesseurs prêtent un serment de remplir leurs devoirs avec conscience, assiduité et intégrité, et de garder le secret des délibérations.","Article 334, Code du Travail",,,
Droit du travail,Indemnités des assesseurs,Indemnités,Les assesseurs ont-ils droit à des indemnités ?,"Oui, les assesseurs ont droit à des indemnités dont le montant et les conditions sont fixés par voie réglementaire.","Article 335, Code du Travail",,,
Droit du travail,Sanctions contre les assesseurs,Procédure,Que se passe-t-il en cas de manquement grave d'un assesseur à ses devoirs ?,L'assesseur est convoqué devant le tribunal. La procédure est initiée par le président du tribunal qui adresse un procès-verbal au ministre chargé du travail.,"Article 336, Code du Travail",,,
Droit du travail,Sanctions possibles,Sanctions,Quelles sanctions peuvent être appliquées à un assesseur incriminé ?,"Les sanctions peuvent inclure la suspension pour six mois maximum ou la déchéance, empêchant la désignation de l'assesseur aux mêmes fonctions à l'avenir.","Article 337, Code du Travail",,,
Droit du travail,Compétence générale du tribunal,Compétence,Quel est le champ de compétence du tribunal du travail ?,"Le tribunal est compétent pour les différends individuels entre travailleurs, stagiaires, apprentis, et employeurs, ainsi que pour divers litiges liés à la sécurité sociale et aux conventions collectives.","Article 338, Code du Travail",,,
Droit du travail,Compétence des litiges,Litiges,Quels types de litiges le tribunal du travail peut-il connaître ?,"Il peut connaître des litiges liés à l'application du régime de sécurité sociale, des différends relatifs aux conventions collectives, ainsi que des conflits entre travailleurs et employeurs.","Articles 338, 339, Code du Travail",,,
Droit du travail,Compétence des services publics,Services,Les personnels des services publics relèvent-ils du tribunal du travail ?,"Oui, les personnels des services publics, lorsqu'ils sont employés dans les conditions du droit privé, relèvent de la compétence des juridictions du travail.","Article 339,Code de travail",,,
Droit du travail,Conflits avec des collectivités,Collectivités,Comment le tribunal du travail gère-t-il les conflits impliquant des collectivités ?,Le tribunal demeure compétent même lorsqu'une collectivité ou un établissement public est mis en cause en matière de conflits du travail.,"Article 340,Code de travail",,,
Droit du travail,Compétence territoriale,Territoriale,Quel tribunal est compétent en cas de litige lié à un licenciement ?,"Le tribunal compétent est celui du lieu de travail, mais le travailleur peut également choisir le tribunal de sa résidence habituelle au Burkina Faso.","Article 341,Code de travail",,,
Droit du travail,Choix du tribunal,Tribunal,Quelles options un travailleur a-t-il pour choisir le tribunal compétent ?,Le travailleur a le choix entre le tribunal de sa résidence habituelle et celui de son lieu de travail pour les litiges nés d’un licenciement.,"Article 341,Code de travail",,,
Droit du travail,Sécurité sociale,Sécurité,Quel est le rôle du tribunal du travail concernant la sécurité sociale ?,Le tribunal est compétent pour connaître des litiges nés de l'application du régime de sécurité sociale.,"Article 338,Code de travail",,,
Droit du travail,Conventions collectives,Conventions,Quels différends relatifs aux conventions collectives peuvent être traités ?,Les différends individuels relatifs à l'application des conventions collectives de travail et aux arrêtés en tenant lieu sont de la compétence du tribunal.,"Article 338,Code de travail",,,
Droit du travail,Conflits d'emploi,Conflits,Comment le tribunal traite-t-il les différends entre travailleurs ?,Le tribunal est compétent pour les différends nés entre travailleurs à l’occasion du contrat de travail et les actions directes des travailleurs contre l’entrepreneur.,"Article 338,Code de travail",,,
Droit du travail,Conflits d'entrepreneurs,Entrepreneurs,Quels types de litiges impliquant des entrepreneurs relèvent du tribunal ?,Les actions récursoires des entrepreneurs contre les sous-traitants sont également de la compétence du tribunal du travail.,"Article 338,Code de travail",,,
Droit du travail,Compétence et responsabilité,Responsabilité,Qui est responsable de la définition de la compétence territoriale ?,"La loi fixe, pour chaque tribunal, son siège et sa compétence territoriale.","Article 342,Code de travail",,,
Droit du travail,Tutelle du tribunal,Tutelle,Quel ministère supervise le tribunal du travail ?,Le tribunal du travail relève de la tutelle du ministère chargé de la justice.,"Article 343,Code de travail",,,
Droit du travail,Procédure contentieuse,Procédure,La procédure en matière sociale est-elle gratuite ?,"Oui, la procédure en matière sociale est gratuite tant devant le tribunal du travail que devant la juridiction d’appel.","Article 344,Code de travail",,,
Droit du travail,Assistance judiciaire,Assistance,Quel type d'assistance les travailleurs peuvent-ils obtenir ?,Les travailleurs bénéficient de l’assistance judiciaire pour l’exécution des jugements rendus à leur profit.,"Article 344,Code de travail",,,
Droit du travail,Citation des parties,Citation,Quel est le délai pour citer les parties à comparaître ?,"Le président du tribunal cite les parties à comparaître dans un délai qui ne peut excéder deux mois, majoré des délais de route.","Article 345,Code de travail",,,
Droit du travail,Contenu de la citation,Contenu,Que doit contenir la citation ?,"La citation doit contenir les nom, prénoms, profession du demandeur, l’indication de l’objet de la demande, le lieu, l’heure et le jour de la comparution.","Article 346,Code de travail",,,
Droit du travail,Modes de citation,Modes,Comment la citation peut-elle être faite ?,"La citation est faite à personne ou à domicile par voie d’agent administratif, par lettre recommandée avec accusé de réception, ou par toute autre voie utile.","Article 346,Code de travail",,,
Droit du travail,Comparution des parties,Comparution,Que se passe-t-il si une partie ne se présente pas ?,"Si le demandeur ne comparaît pas sans justifier d’un cas de force majeure, la cause est rayée du rôle. Si le défendeur ne comparaît pas, défaut est donné contre lui.","Article 348,Code de travail",,,
Droit du travail,Assistance lors de la comparution,Assistance,Qui peut assister ou représenter les parties lors de la comparution ?,"Les parties peuvent être assistées par un travailleur ou un employeur de la même branche, un avocat, ou un représentant des organisations syndicales.","Article 347,Code de travail",,,
Droit du travail,Audience publique,Audience,Quel type d'audience est organisée par le tribunal ?,"L’audience est publique, et le président dirige les débats et assure la police de l’audience.","Article 349,Code de travail",,,
Droit du travail,Examens et constatations,Examens,Que peut faire le tribunal pour examiner l'affaire ?,"Le tribunal peut procéder à l’audition des parties, convoquer des témoins, et procéder à des constats ou expertises, ainsi qu'intervenir avec les forces de l’ordre si nécessaire.","Article 349,Code de travail",,,
Droit du travail,Instruction des affaires,Instruction,Peut-on demander un renvoi lors de la procédure ?,"Aucun renvoi ne peut être prononcé sauf accord des parties, mais le tribunal peut ordonner des enquêtes et des mesures d’informations utiles.","Article 350,Code de travail",,,
Droit du travail,Délibération et jugement,Jugement,Comment se déroule la délibération du tribunal ?,Le tribunal délibère en secret dès la clôture des débats et les jugements rendus doivent être motivés. La minute du jugement est signée par le président et le greffier.,"Article 351,Code de travail",,,
Droit du travail,Récusation des assesseurs,Récusation,Dans quels cas les assesseurs du tribunal peuvent-ils être récusés ?,"Les assesseurs peuvent être récusés s’ils ont un intérêt personnel, sont parents ou alliés d’une partie, ont eu un procès avec une partie, ont donné un avis sur la contestation, ou sont employés par une partie.","Article 352, Code de travail",,,
Droit du travail,Décision sur la récusation,Décision,Que se passe-t-il après une demande de récusation ?,"Le président statue immédiatement. Si la demande est rejetée, le débat continue. Si acceptée, l’affaire est renvoyée à la prochaine audience avec un tribunal autrement composé.","Article 352, Code de travail",,,
Droit du travail,Exécution des jugements,Exécution,Quelle est la limite pour ordonner l'exécution immédiate d'un jugement ?,"L'exécution immédiate peut être ordonnée jusqu’à la somme de deux millions de francs CFA, sans caution. Pour des montants supérieurs, une caution est requise.","Article 353, Code de travail",,,
Droit du travail,Signification des jugements,Signification,Comment se fait la signification d'un jugement par défaut ?,"La signification est faite sans frais à la partie défaillante par le greffier ou un agent administratif. Si le défaillant ne fait pas opposition dans les dix jours, le jugement devient exécutoire.","Article 354, Code de travail",,,
Droit du travail,Appel des jugements,Appel,Quels jugements du tribunal du travail sont susceptibles d'appel ?,"Les jugements sont sans appel si le montant de la demande n’excède pas deux cent mille francs. Au-dessus, ils sont susceptibles d'appel devant la cour d'appel du ressort.","Article 355, Code de travail",,,
Droit du travail,Demandes reconventionnelles,Reconvention,Comment le tribunal du travail gère-t-il les demandes reconventionnelles ?,"Le tribunal connaît de toutes les demandes reconventionnelles qui sont de sa compétence. Si une demande dépasse sa compétence, il statue sur toutes à charge d'appel.","Article 356, Code de travail",,,
Droit du travail,Délai d'appel,Délai,Quel est le délai pour interjeter appel après un jugement ?,L'appel peut être interjeté dans les quinze jours suivant le prononcé du jugement ou la signification. L'acte d'appel doit être transmis dans un délai d'un mois.,"Article 357, Code de travail",,,
Droit du travail,Exécution des jugements,Exécution,Qui met en œuvre l'exécution des jugements ?,L’exécution des jugements est mise en œuvre par la partie diligente.,"Article 358, Code de travail",,,
Droit du travail,Exécution des jugements favorables,Exécution,Que doit indiquer un jugement rendu en faveur d’un travailleur ?,Les jugements indiquent le nom de l’huissier chargé de prêter son ministère pour leur exécution.,"Article 359, Code de travail",,,
Droit du travail,Pourvoi en cassation,Pourvoi,Comment est introduit le pourvoi en cassation contre les décisions finales ?,Le pourvoi en cassation contre les décisions rendues en dernier ressort est introduit et jugé selon les règles de la matière civile.,"Article 359, Code de travail",,,
Droit du travail,Référé,Référé,Quelles mesures peut ordonner la formation en référé ?,La formation en référé peut ordonner des mesures sans contestation sérieuse et accorder une provision au créancier si l'obligation n'est pas sérieusement contestable.,"Article 360, Code de travail",,,
Droit du travail,Référé,Conservatoires,Que peut prescrire le président du tribunal en cas de contestation sérieuse ?,Le président peut prescrire des mesures conservatoires pour prévenir un dommage imminent ou faire cesser un trouble manifestement illicite.,"Article 361, Code de travail",,,
Droit du travail,Référé,Exécution,Sur quoi statue le président en référé concernant les difficultés d'exécution ?,"Le président statue sur les difficultés d’exécution d’un procès-verbal de conciliation, d’un jugement ou de tout autre titre exécutoire en matière sociale.","Article 362, Code de travail",,,
Droit du travail,Référé,Demande,Comment est introduite une demande en référé ?,"La demande est introduite par simple requête écrite adressée au président, qui fixe immédiatement l'audience.","Article 363, Code de travail",,,
Droit du travail,Référé,Ordonnance,Quel est le caractère de l'ordonnance en référé ?,"L’ordonnance en référé est provisoire, ne préjudicie pas au fond, et n’a pas l’autorité de la chose jugée. Elle est exécutoire sur minute et par provision.","Article 364, Code de travail",,,
Droit du travail,Référé,Appel,L’ordonnance en référé peut-elle faire l'objet d'opposition ?,"L'ordonnance en référé ne peut faire l'objet d'opposition, mais elle est susceptible d'appel dans un délai de six jours après le prononcé ou la signification.","Article 365, Code de travail",,,
Droit du travail,Référé,Compétence,Qui est compétent pour connaître des appels interjetés contre les ordonnances en référé ?,Le président de la cour d’appel ou tout magistrat désigné par lui est compétent pour ces appels.,"Article 366, Code de travail",,,
Droit du travail,Différends collectifs,Conflit collectif,Qu'est-ce qu'un conflit collectif ?,Un conflit collectif est un différend qui naît au cours d'un contrat de travail et oppose un ou des employeurs à un groupe organisé ou non de travailleurs pour un intérêt collectif.,"Article 367, Code de travail",,,
Droit du travail,Application,Champ d'application,À qui s'appliquent les dispositions sur les différends collectifs ?,"Ces dispositions s'appliquent aux travailleurs définis à l'article 2 de la loi, sauf pour les salariés des services publics où d'autres dispositions législatives sont présentes.","Article 368, Code de travail",,,
Droit du travail,Conciliation,Notification,Qui doit être notifié en cas de différend collectif ?,Les parties doivent notifier immédiatement le différend à l'inspecteur du travail si le conflit est localisé ou au directeur du travail s'il s'étend à plusieurs inspections.,"Article 369, Code de travail",,,
Droit du travail,Tentative de conciliation,Conciliation,Quelle est la procédure de conciliation en cas de différend collectif ?,"L'inspecteur ou le directeur du travail convoque les parties pour une conciliation. Si une partie ne se présente pas, elle est reconvoquée sous peine de sanction.","Article 370, Code de travail",,,
Droit du travail,Procès-verbal de conciliation,Procès-verbal,Que se passe-t-il en cas d'accord ou de désaccord lors de la conciliation ?,"En cas d'accord, un procès-verbal est signé et immédiatement exécutoire. En cas de désaccord, un rapport est envoyé au ministre chargé du travail, avec une copie pour les parties.","Article 370 et 371, Code de travail",,,
Droit du travail,Arbitrage,Transmission du conflit,Que se passe-t-il après un procès-verbal de non-conciliation ?,"Dans un délai de dix jours après réception du procès-verbal de non-conciliation, le ministre chargé du travail défère le différend à un conseil d’arbitrage.","Article 372, Code de travail",,,
Droit du travail,Désignation des arbitres,Arbitres,Qui désigne les arbitres pour un conseil d’arbitrage ?,"Les arbitres sont désignés tous les quatre ans par le ministre du travail après avis de la commission consultative du travail, en fonction de leur compétence et autorité morale.","Article 373, Code de travail",,,
Droit du travail,Pouvoirs du conseil d'arbitrage,Pouvoirs,Quels sont les pouvoirs d’enquête du conseil d’arbitrage ?,"Le conseil d’arbitrage peut procéder à toutes enquêtes, demander des documents économiques et faire appel à des experts pour éclairer sa mission.","Article 374, Code de travail",,,
Droit du travail,Exécution de la sentence,Sentence,Quand une sentence d’arbitrage devient-elle exécutoire ?,"La sentence devient immédiatement exécutoire à compter du jour de sa notification, sauf si elle est refusée par les parties dans un délai de 48 heures.","Article 375 et 376, Code de travail",,,
Droit du travail,Recours,Recours,Peut-on faire un recours contre une sentence d’arbitrage ?,"Oui, la sentence du conseil d’arbitrage peut faire l’objet d’un recours devant la chambre sociale de la cour de cassation.","Article 377, Code de travail",,,
Droit du travail,Effet d'une sentence ou accord,Effets,Quels effets ont un accord de conciliation ou une sentence d’arbitrage ?,Ils produisent les effets d’une convention collective de travail et peuvent être soumis à une procédure d’extension.,"Article 378, Code de travail",,,
Droit du travail,Publication des accords,Publicité,Où sont publiés les accords de conciliation ou sentences d’arbitrage ?,"Ils sont publiés au Journal Officiel et affichés dans les bureaux de la direction du travail et de l’inspection du travail, ainsi qu’au lieu du conflit.","Article 379, Code de travail",,,
Droit du travail,Gratuité de la procédure,Gratuité,La procédure de conciliation et d’arbitrage est-elle gratuite ?,"Oui, la procédure est gratuite. Les frais occasionnés sont remboursés selon un tarif fixé par les ministres du travail et des finances après avis de la commission consultative.","Article 380, Code de travail",,,
Droit du travail,Secret professionnel,Secret,Les arbitres sont-ils tenus au secret professionnel ?,"Oui, les arbitres membres du conseil d’arbitrage sont tenus au secret professionnel.","Article 381, Code de travail",,,
Droit du travail,Grève,Définition,Qu'est-ce qu'une grève ?,La grève est une cessation concertée et collective du travail pour appuyer des revendications professionnelles et défendre les intérêts des travailleurs.,"Article 382, Code de travail",,,
Droit du travail,Grève,Effets,La grève rompt-elle le contrat de travail ?,"Non, la grève ne rompt pas le contrat de travail, sauf en cas de faute lourde imputable au travailleur, notamment s'il s'oppose au travail d’autrui.","Article 383, Code de travail",,,
Droit du travail,Grève et sécurité,Service minimum,Que peut faire l'autorité administrative en cas de grève dans des secteurs essentiels ?,"Elle peut réquisitionner des travailleurs dans des emplois indispensables à la sécurité des personnes, à l'ordre public ou à la continuité des services publics.","Article 384, Code de travail",,,
Droit du travail,Grève et ordre public,Sanctions,Est-il permis d’occuper les lieux de travail durant une grève ?,"Non, l'occupation des lieux de travail ou de leurs abords immédiats pendant une grève est interdite sous peine de sanctions pénales.","Article 386, Code de travail",,,
Droit du travail,Lock-out,Définition,Qu'est-ce qu'un lock-out ?,Le lock-out est une décision de l'employeur interdisant aux salariés l'accès à l'entreprise à l'occasion d'un conflit collectif de travail.,"Article 387, Code de travail",,,
Droit du travail,Procédures avant la grève/lock-out,Procédures,Peut-on faire une grève ou un lock-out avant épuisement des procédures de conciliation ?,"Non, toute grève ou lock-out avant l'épuisement des procédures de conciliation et d'arbitrage est interdite, sauf pour les grèves nationales.","Article 388, Code de travail",,,
Droit du travail,Sanctions en cas de grève/lock-out illégal,Sanctions,Quelles sont les sanctions en cas de grève ou lock-out illégal ?,"Les travailleurs perdent leur droit à l'indemnité de préavis, et les employeurs doivent payer les journées perdues. Les employeurs peuvent également faire face à d'autres sanctions.","Article 389, Code de travail",,,
Droit du travail,Grève et lock-out légal,Légalité,Quand une grève ou un lock-out est-il considéré légal ?,Une grève ou un lock-out déclenché après notification du refus de la sentence du conseil d’arbitrage est légal et n'entraîne pas les conséquences prévues à l'article 389.,"Article 390, Code de travail",,,
Organismes d'exécution,Inspection du travail,Définition,Quelles sont les missions de l'inspection du travail ?,"L'inspection du travail, sous l'autorité du ministre chargé du travail, s'occupe des conditions des travailleurs, des rapports professionnels, et veille à l'application de la législation sociale.","Article 391, Code de travail",,,
Organismes d'exécution,Inspection du travail,Moyens,Quelles ressources l'État doit-il fournir à l'inspection du travail ?,L'État doit mettre à la disposition de l'inspection du travail les moyens en personnel et en matériel nécessaires à son bon fonctionnement.,"Article 392, Code de travail",,,
Organismes d'exécution,Inspecteurs du travail,Serment,Quel serment les inspecteurs du travail prêtent-ils avant d'entrer en fonction ?,"Avant d'entrer en fonction, les inspecteurs du travail prêtent serment devant la cour d'appel de bien remplir leur mission et de garder le secret sur les procédés d'exploitation dont ils prennent connaissance.","Article 393, Code de travail",,,
Organismes d'exécution,Inspecteurs du travail,Confidentialité,Les inspecteurs du travail doivent-ils garder la confidentialité de leurs sources ?,"Oui, ils doivent garder la confidentialité de leurs sources concernant les défauts ou infractions signalés, sous réserve des exceptions légales ou réglementaires.","Article 394, Code de travail",,,
Organismes d'exécution,Inspecteurs du travail,Pouvoirs,Quels sont les pouvoirs des inspecteurs du travail en cas d'infractions ?,"Ils peuvent constater les infractions par procès-verbal, ordonner des mesures immédiates en cas de danger imminent, et fixer les amendes pour contraventions de simple police.","Articles 395-396, Code de travail",,,
Organismes d'exécution,Inspection et contrôle,Accès,Les inspecteurs peuvent-ils pénétrer dans les entreprises sans avertissement ?,"Oui, ils peuvent pénétrer librement, sans avertissement, à toute heure du jour ou de la nuit dans tout établissement soumis à leur contrôle.","Article 397, Code de travail",,,
Organismes d'exécution,Inspection et expertise,Consultation,Qui peut assister les inspecteurs du travail pour des avis techniques ?,"Les inspecteurs peuvent requérir les avis de médecins et techniciens pour les questions d'hygiène et de sécurité, lesquels sont soumis au secret professionnel.","Article 397, Code de travail",,,
Organismes d'exécution,Inspection du travail,Domicile privé,Les inspecteurs peuvent-ils entrer dans le domicile privé d'un exploitant agricole ?,"Les inspecteurs du travail ne peuvent pénétrer dans le domicile privé d’un exploitant agricole qu’avec son accord ou une autorisation spéciale, sauf si ce domicile se confond avec l’établissement.","Article 398, Code de travail",,,
Organismes d'exécution,Inspection du travail,Présence,L'inspecteur du travail doit-il informer l'employeur de sa présence lors d'une inspection ?,L'inspecteur du travail doit informer l'employeur ou son représentant de sa présence sauf si cette information risque de compromettre l’efficacité du contrôle.,"Article 399, Code de travail",,,
Organismes d'exécution,Contrôleurs du travail,Rôle,Quel est le rôle des contrôleurs du travail dans les inspections ?,"Les contrôleurs du travail assistent les inspecteurs du travail, peuvent constater les infractions par procès-verbal, et prêtent le même serment que les inspecteurs.","Article 400, Code de travail",,,
Organismes d'exécution,Contrôle technique,Mines et carrières,Quel est le rôle des fonctionnaires dans les mines et carrières ?,Les fonctionnaires chargés du contrôle technique des mines et carrières veillent à la sécurité des travailleurs et peuvent appliquer les règlements dans ce domaine.,"Article 401, Code de travail",,,
