Question,Réponse,Tag,
Peut-on poursuivre quelqu’un pour une infraction déjà jugée ?,"Non, nul ne peut être poursuivi ou puni pour une infraction pour laquelle il a déjà été acquitté.",procedure_penale,
Quelle est la durée maximale de détention provisoire ?,Elle ne peut excéder une durée raisonnable en fonction de la gravité des faits et de la complexité des investigations.,procedure_penale,
Quels droits sont garantis aux victimes au cours de la procédure pénale ?,L’autorité judiciaire veille à l’information et à la garantie des droits des victimes.,procedure_penale,
Quelle est la principale responsabilité du ministre en charge de la justice ?,"Selon l'article 210-1 de la LOI N°040-2019/AN, il conduit la politique pénale déterminée par le gouvernement.",procedure_penale,
Que doit faire le ministre de la justice chaque année ?,L'article 210-1 stipule qu'il doit présenter un rapport d’exécution de la politique pénale pour l’année écoulée au gouvernement.,procedure_penale,
Comment le ministre veille-t-il à la cohérence de la politique pénale ?,"D'après l'article 210-1, il adresse des orientations générales aux magistrats du ministère public.",procedure_penale,
Que peut faire le ministre s'il a connaissance d'infractions à la loi pénale ?,"Selon l'article 210-1, il peut dénoncer ces infractions au procureur général.",procedure_penale,
Le ministre peut-il donner des instructions aux magistrats du ministère public ?,L'article 210-1 précise qu'il ne peut pas adresser d’instructions aux magistrats du ministère public.,procedure_penale,
Quelles affaires peut-il suivre spécifiquement ?,"D'après l'article 210-1, il peut être informé par le procureur général du déroulement de certaines affaires particulières.",procedure_penale,
Qu'est-ce qui peut éteindre l'action publique selon l'article 220-1 ?,"L'action publique s'éteint par la mort de la personne poursuivie, la prescription, l'amnistie, l'abrogation de la loi pénale et la chose jugée. (LOI N°040-2019/AN)",procedure_penale,
Que se passe-t-il si des poursuites révèlent la fausseté d'un jugement ?,"Selon l'article 220-1, l'action publique peut être reprise si des poursuites ayant entraîné une condamnation révèlent la fausseté du jugement.",procedure_penale,
Comment la prescription est-elle affectée par un jugement définitif ?,L'article 220-1 précise que la prescription est suspendue depuis le jour où le jugement était devenu définitif jusqu'à la condamnation définitive pour faux.,procedure_penale,
Quelles sont les conditions d'extinction de l'action publique par transaction ?,L'article 220-1 mentionne que l'action publique peut s'éteindre par transaction lorsque la loi le prévoit expressément ou en cas de retrait de plainte.,procedure_penale,
Quelle est la durée de prescription de l'action publique pour un crime ?,"Selon l'article 220-2, l'action publique se prescrit par dix années révolues à compter du jour où le crime a été commis, sauf acte d'instruction ou de poursuite.",procedure_penale,
Que se passe-t-il si un acte d'instruction ou de poursuite est effectué ?,L'article 220-2 stipule que la prescription ne s'éteint qu'après dix années révolues à compter du dernier acte d'instruction ou de poursuite.,procedure_penale,
Quelle est la durée de prescription pour un délit ?,"Selon l'article 220-3, la prescription de l'action publique pour un délit est de trois années révolues, sauf dispositions particulières.",procedure_penale,
Quelle est la durée de prescription pour une contravention ?,"L'article 220-4 indique que la prescription de l'action publique pour une contravention est d’une année révolue, sauf dispositions particulières.",procedure_penale,
Quelle est la règle générale concernant la procédure d'enquête et d'instruction ?,"Selon l'article 240-1, la procédure au cours de l'enquête et de l'instruction est secrète, sauf disposition légale contraire.",action_publique,
Qui est tenu au secret professionnel lors de l'enquête ?,"Toute personne qui concourt à la procédure est tenue au secret professionnel, comme précisé dans l'article 240-1.",action_publique,
Que peut faire le ministère public pour éviter la propagation d'informations inexactes ?,L'article 240-1 permet au ministère public de rendre publics des éléments objectifs tirés de la procédure pour éviter la propagation d'informations inexactes.,action_publique,
Quels types d'éléments peuvent être rendus publics par le ministère public ?,"Selon l'article 240-1, seuls des éléments objectifs de la procédure peuvent être rendus publics, sans appréciation sur les charges retenues.",action_publique,
Quels sont les risques pour ceux qui révèlent des secrets dans le cadre de la procédure ?,"Les personnes tenues au secret professionnel s'exposent à des peines prévues par le code pénal pour révélations de secrets, comme indiqué dans l'article 240-1.",action_publique,
Qui dirige la police judiciaire selon l'article 241-1 ?,La police judiciaire est exercée sous la direction du procureur du Faso.,police_judiciaire,
Qui surveille la police judiciaire ?,"La police judiciaire est sous la surveillance du procureur général, selon l'article 241-2.",police_judiciaire,
Quelle est la mission principale de la police judiciaire ?,"Elle constate les infractions, rassemble les preuves et recherche les auteurs tant qu'une information n'est pas ouverte (article 241-3).",police_judiciaire,
Qui peut exercer les fonctions d'officier de police judiciaire ?,"Les procureurs, gendarmes, commissaires de police, et d'autres fonctionnaires peuvent devenir officiers de police judiciaire (article 241-5).",police_judiciaire,
Quels pouvoirs ont les officiers de police judiciaire ?,"Ils reçoivent des plaintes, effectuent des enquêtes préliminaires, et agissent en cas de crimes flagrants (article 241-6).",police_judiciaire,
Quelle est la portée territoriale des officiers de police judiciaire ?,Ils peuvent opérer sur tout le territoire du Faso pour les crimes flagrants et avec commission rogatoire (article 241-7).,police_judiciaire,
Que doivent faire les officiers de police judiciaire après leurs opérations ?,Ils doivent informer le procureur du Faso des infractions et lui transmettre les procès-verbaux (article 241-8).,police_judiciaire,
Qui sont les agents de police judiciaire ?,Ce sont des sous-officiers de police et de gendarmerie qui n'ont pas la qualité d'officiers de police judiciaire (article 241-9).,police_judiciaire,
Quelle est la mission des agents de police judiciaire ?,"Ils doivent seconder les officiers et constater les infractions, tout en rendant compte de leurs observations (article 241-10).",police_judiciaire,
Les agents de police judiciaire peuvent-ils établir des procès-verbaux ?,"Oui, ils peuvent dresser des procès-verbaux des infractions constatées, mais ne peuvent pas décider des mesures de garde à vue (article 241-10).",police_judiciaire,
Quelle est la responsabilité des agents de police judiciaire ?,Ils doivent rendre compte de tous crimes ou délits dont ils ont connaissance à leurs supérieurs (article 241-10).,police_judiciaire,
Quels types de fonctionnaires peuvent devenir officiers de police judiciaire ?,"Les fonctionnaires de police, de gendarmerie, et d'autres spécifiquement habilités par la loi (article 241-5).",police_judiciaire,
Quelles sont les conditions d'habilitation pour les officiers de police judiciaire ?,Ils doivent être affectés à un emploi comportant cette qualité et habilités par le procureur général (article 241-5).,police_judiciaire,
